experiment,strain,replicates,normalized.growth.rate.mean,normalized.growth.rate.sd,normalized.growth.rate.sem,normalized.growth.rate.95CI.range,normalized.GFP.rate.mean,normalized.GFP.rate.sd,normalized.GFP.rate.sem,normalized.GFP.rate.95CI.range,p.value,translational.burden.fraction.p.value,category,burden.mean,burden.sd,burden.sem,burden.95CI.range,burden.cv,translational.burden.fraction.mean,translational.burden.fraction.sd,translational.burden.fraction.sem,translational.burden.fraction.95CI.range
exp022,JEB1204,3,0.810355965,0.033425292,0.019298101,0.083033027,0.793711556,0.027602396,0.015936251,0.068568153,NA,NA,control,0.189644035,0.033425292,0.019298101,0.083033027,0.176252797,1.087766586,0.145548454,0.1017596,0.437836219
exp022,JEB1205,3,0.803330547,0.087601494,0.050576746,0.217614176,1.018299821,0.126048446,0.072774104,0.313121699,NA,NA,control,0.196669453,0.087601494,0.050576746,0.217614176,0.445425017,-0.093048619,0.640915224,0.257166254,1.106497083
exp022,JEB1206,2,0.716912091,0.026888628,0.019013131,0.24158474,0.678227363,0.005586517,0.003950264,0.050192861,NA,NA,control,0.283087909,0.026888628,0.019013131,0.24158474,0.094983316,1.136652705,0.019734212,0.067163347,0.853391236
exp022,JEB1207,3,0.778570893,0.022943118,0.013246215,0.056993863,0.8128168,0.089114921,0.051450523,0.221373735,NA,NA,control,0.221429107,0.022943118,0.013246215,0.056993863,0.103613828,0.845341437,0.402453506,0.059821472,0.257391018
exp022,JEB1208,3,0.65580997,0.005327304,0.003075721,0.013233757,0.665610522,0.073532497,0.042454007,0.18266485,NA,NA,control,0.34419003,0.005327304,0.003075721,0.013233757,0.015477799,0.971525752,0.213639243,0.008936112,0.038448985
exp024,BB384,3,1.001442231,0.002513943,0.001451426,0.006244981,1.030356102,0.017285123,0.009979571,0.042938627,0.998808188,0.26775899,no burden,-0.001442231,0.002513943,0.001451426,0.006244981,-1.743092731,21.0480105,-11.98498599,-1.006375058,-4.330082389
exp024,BB385,3,0.978022027,0.015749925,0.009093223,0.039124983,1.018937633,0.041417339,0.023912312,0.102886374,0.235295066,0.372922941,no burden,0.021977973,0.015749925,0.009093223,0.039124983,0.716623187,-0.861664241,1.884493123,0.41374259,1.780190684
exp024,BB386,3,1.014446945,0.040690881,0.023492891,0.101081753,1.019273082,0.037206684,0.021481289,0.092426526,0.972543077,0.76651926,no burden,-0.014446945,0.040690881,0.023492891,0.101081753,-2.816573491,1.334059411,-2.575401546,-1.626149463,-6.996756428
exp024,BB387,3,0.983331173,0.028646504,0.016539067,0.071161862,0.972692078,0.031239519,0.018036144,0.077603266,0.473530187,0.924522306,no burden,0.016668827,0.028646504,0.016539067,0.071161862,1.718567525,1.638262968,1.874128226,0.992215423,4.2691584
exp024,BB388,3,1.00220326,0.024337038,0.014050995,0.060456554,0.983944119,0.032115306,0.01854178,0.079778842,0.858342826,0.998343845,no burden,-0.00220326,0.024337038,0.014050995,0.060456554,-11.04591996,-7.287327915,-14.57626429,-6.377364861,-27.43958633
exp024,BB389,3,1.017452511,0.034575273,0.019962043,0.08588974,1.004924882,0.004590486,0.002650318,0.011403399,0.998476415,0.959799834,no burden,-0.017452511,0.034575273,0.019962043,0.08588974,-1.981105937,0.282187583,-0.263027241,-1.143792046,-4.92133997
exp024,BB390,3,1.039082034,0.023978714,0.013844117,0.059566428,1.020959262,0.035934773,0.020746951,0.089266925,0.999177152,0.985587429,no burden,-0.039082034,0.023978714,0.013844117,0.059566428,-0.613548263,0.536288932,-0.91947038,-0.354232255,-1.524138379
exp024,BB391,3,1.040660689,0.046230586,0.026691241,0.114843142,1.069922168,0.045243896,0.026121576,0.112392069,0.999177152,0.519805174,no burden,-0.040660689,0.046230586,0.026691241,0.114843142,-1.136984821,1.719650359,-1.112718401,-0.656438493,-2.824426873
exp024,BB392,3,0.988784162,0.119127342,0.068778203,0.295928724,0.950717815,0.047600062,0.027481908,0.118245109,0.749365922,0.935888463,no burden,0.011215838,0.119127342,0.068778203,0.295928724,10.62135022,4.393981557,4.244004075,6.13223941,26.38489664
exp024,BB393,3,1.047088125,0.021698943,0.012527891,0.053903163,0.994182735,0.015188511,0.008769091,0.037730353,0.999177152,0.999986208,no burden,-0.047088125,0.021698943,0.012527891,0.053903163,-0.460815609,-0.123539965,-0.322555014,-0.266052016,-1.144729432
exp024,BB394,3,0.929700466,0.029953939,0.017293915,0.07440971,1.003196133,0.040493966,0.023379202,0.100592587,0.124629943,0.225725863,no burden,0.070299534,0.029953939,0.017293915,0.07440971,0.426090155,-0.045464492,0.576020403,0.246003266,1.058466623
exp024,BB395,3,0.801738152,0.035149823,0.02029376,0.087317,1.058393461,0.124182168,0.071696608,0.308485606,0.048412051,0.214631133,other burden,0.198261848,0.035149823,0.02029376,0.087317,0.177289898,-0.294526967,0.626354335,0.10235837,0.44041252
exp024,BB396,3,0.996346869,0.015424209,0.008905171,0.038315859,0.950753348,0.038560299,0.022262799,0.095789094,0.653382719,0.999986208,no burden,0.003653131,0.015424209,0.008905171,0.038315859,4.222188452,13.48066845,10.55541005,2.437681639,10.48849756
exp024,BB397,3,0.993592417,0.034562254,0.019954527,0.085857399,0.963979073,0.002175155,0.001255826,0.005403384,0.68125533,0.999986208,no burden,0.006407583,0.034562254,0.019954527,0.085857399,5.393961024,5.621608926,0.339465705,3.114204849,13.399342
exp024,BB398,3,0.901238453,0.100211624,0.057857208,0.248939474,1.119775234,0.057507661,0.033202064,0.14285695,0.323018952,0.182568215,no burden,0.098761547,0.100211624,0.057857208,0.248939474,1.0146826,-1.212771947,0.582287975,0.585827273,2.520611313
exp024,BB399,3,0.949360487,0.053244184,0.030740544,0.132265885,1.024853243,0.050251509,0.029012722,0.124831668,0.334349845,0.318704511,no burden,0.050639513,0.053244184,0.030740544,0.132265885,1.051435544,-0.490787567,0.992337918,0.607046594,2.611910685
exp024,BB400,3,1.01467862,0.018176081,0.010493965,0.045151889,0.987538522,0.037528106,0.021666862,0.093224982,0.999177152,0.999986208,no burden,-0.01467862,0.018176081,0.010493965,0.045151889,-1.2382691,-0.848954327,-2.556650846,-0.714914998,-3.076030968
exp024,BB401,3,0.994302255,0.028696375,0.01656786,0.071285747,1.024956853,0.058634206,0.033852474,0.145655441,0.673957453,0.519805174,no burden,0.005697745,0.028696375,0.01656786,0.071285747,5.036444289,-4.380128241,10.29077403,2.907792466,12.51122119
exp024,BB402,3,0.770426199,0.031756588,0.018334675,0.078887738,0.838985915,0.03595081,0.02075621,0.089306763,0.039534561,0.225725863,significant,0.229573801,0.031756588,0.018334675,0.078887738,0.138328449,0.701360889,0.156598051,0.079863967,0.343626918
exp024,BB403,3,0.938808396,0.034449399,0.01988937,0.085577051,0.980982384,0.008996869,0.005194345,0.022349461,0.173772961,0.327990374,no burden,0.061191604,0.034449399,0.01988937,0.085577051,0.562975912,0.310787996,0.147027832,0.325034294,1.398509694
exp024,BB404,3,0.713599369,0.006179286,0.003567613,0.015350199,0.633346605,0.008730618,0.005040625,0.021688057,0.008865667,0.999986208,significant,0.286400631,0.006179286,0.003567613,0.015350199,0.021575673,1.280211548,0.030483933,0.012456721,0.053596944
exp024,BB405,3,0.899000025,0.051723001,0.029862288,0.128487057,0.9606245,0.049356616,0.028496055,0.122608631,0.155185436,0.372922941,no burden,0.100999975,0.051723001,0.029862288,0.128487057,0.512109044,0.389856531,0.488679485,0.295666295,1.272149389
exp024,BB418,3,1.003045371,0.010130013,0.005848566,0.025164348,1.008620364,0.00616321,0.003558331,0.015310263,0.952672434,0.519805174,no burden,-0.003045371,0.010130013,0.005848566,0.025164348,-3.326364527,2.8306452,-2.023796365,-1.920477455,-8.263147565
exp024,JEB1204,3,0.926275585,0.0494643,0.028558227,0.122876132,1.16136268,0.088198595,0.050921483,0.219097457,NA,NA,control,0.073724415,0.0494643,0.028558227,0.122876132,0.670935131,-2.188727865,1.196328189,0.387364578,1.666695261
exp024,JEB1205,3,0.844201913,0.072059678,0.041603674,0.179006163,0.843739963,0.034253362,0.019776188,0.085090069,NA,NA,control,0.155798087,0.072059678,0.041603674,0.179006163,0.462519656,1.002965057,0.219857399,0.267035848,1.148962521
exp024,JEB1206,3,0.620897227,0.016621664,0.009596522,0.041290502,0.611771723,0.010142421,0.005855729,0.02519517,NA,NA,control,0.379102773,0.016621664,0.009596522,0.041290502,0.043844744,1.02407132,0.02675375,0.025313775,0.108916382
exp024,JEB1207,3,0.765375362,0.068056826,0.039292627,0.169062527,0.904816583,0.078945818,0.04557939,0.196112285,NA,NA,control,0.234624638,0.068056826,0.039292627,0.169062527,0.290066832,0.405683809,0.336477103,0.167470164,0.720565957
exp024,JEB1208,3,0.667293413,0.026237564,0.015148265,0.065177722,0.762694127,0.005583934,0.003223886,0.01387126,NA,NA,control,0.332706587,0.026237564,0.015148265,0.065177722,0.07886097,0.713258715,0.016783357,0.045530402,0.195901509
exp027,BB550,3,0.893826301,0.193207993,0.111548687,0.479955261,1.094685048,0.082621928,0.047701792,0.205244247,0.485107725,0.372922941,no burden,0.106173699,0.193207993,0.111548687,0.479955261,1.819734973,-0.891793812,0.778176977,1.050624476,4.520472271
exp027,BB551,3,1.039413969,0.212370753,0.122612311,0.527558196,1.047656369,0.121001976,0.069860523,0.300585571,0.894574986,0.786578124,no burden,-0.039413969,0.212370753,0.122612311,0.527558196,-5.388210261,1.209123824,-3.070027671,-3.110884644,-13.38505631
exp027,BB552,3,0.976862485,0.165410612,0.095499861,0.410902738,1.073794386,0.102117769,0.058957721,0.253674601,0.721139281,0.503013822,no burden,0.023137515,0.165410612,0.095499861,0.410902738,7.149022414,-3.189382563,4.413515024,4.127490015,17.75915618
exp027,BB553,3,0.8255285,0.216910992,0.12523362,0.538836776,1.049938916,0.293643118,0.169534933,0.729449944,0.387302715,0.450416207,no burden,0.1744715,0.216910992,0.12523362,0.538836776,1.243245987,-0.286229646,1.683043468,0.717788405,3.088394241
exp027,BB554,3,0.757626122,0.071133986,0.041069226,0.176706616,0.815550182,0.109151698,0.063018762,0.271147849,0.080074459,0.519805174,no burden,0.242373878,0.071133986,0.041069226,0.176706616,0.293488664,0.7610136,0.450344314,0.169445759,0.729066258
exp027,BB555,3,1.086203825,0.232679965,0.13433784,0.578009075,1.086348577,0.091917552,0.053068623,0.228335856,0.978359387,0.811661613,no burden,-0.086203825,0.232679965,0.13433784,0.578009075,-2.699183771,1.00167918,-1.066281593,-1.558374477,-6.705144196
exp027,BB556,3,0.940919018,0.146182391,0.084398443,0.363137189,1.138252672,0.182934254,0.105617141,0.45443388,0.552368166,0.372922941,no burden,0.059080982,0.146182391,0.084398443,0.363137189,2.474271498,-2.34005371,3.096330619,1.428521316,6.146431138
exp027,BB557,3,0.970742379,0.050094815,0.028922255,0.12444242,1.104063901,0.225629709,0.130267373,0.560495269,0.473530187,0.492747668,no burden,0.029257621,0.050094815,0.028922255,0.12444242,1.712197158,-3.556813499,7.71182696,0.98853749,4.25333353
exp027,BB558,3,1.042455575,0.051232489,0.029579091,0.127268559,0.985382977,0.040392662,0.023320714,0.100340935,0.999177152,0.999986208,no burden,-0.042455575,0.051232489,0.029579091,0.127268559,-1.206731732,-0.344289841,-0.951410086,-0.69670689,-2.997687804
exp027,BB575,3,0.973020841,0.162425604,0.093776466,0.403487569,1.111314559,0.126619423,0.073103758,0.314540083,0.697613676,0.434015768,no burden,0.026979159,0.162425604,0.093776466,0.403487569,6.020410285,-4.125946274,4.69323096,3.475885499,14.95552823
exp027,BB576,3,0.952222537,0.139038709,0.080274036,0.345391302,1.066361756,0.096643302,0.055797037,0.240075272,0.58789816,0.434015768,no burden,0.047777463,0.139038709,0.080274036,0.345391302,2.910131713,-1.388976143,2.02278013,1.680165328,7.229167935
exp027,BB577,3,1.034046417,0.145366932,0.083927637,0.361111478,0.999893563,0.034868204,0.020131167,0.08661742,0.921111489,0.911488541,no burden,-0.034046417,0.145366932,0.083927637,0.361111478,-4.269668981,-0.003126243,-1.024137241,-2.465094536,-10.60644573
exp027,BB578,3,0.967116838,0.051863824,0.029943593,0.128836881,0.842150459,0.017827064,0.01029246,0.044284881,0.461199002,0.999986208,no burden,0.032883162,0.051863824,0.029943593,0.128836881,1.577215217,4.800315097,0.542133495,0.91060563,3.9180198
exp027,BB579,3,1.072822305,0.078944488,0.045578622,0.19610898,1.025357181,0.042549325,0.024565865,0.105698384,0.999177152,0.999986208,no burden,-0.072822305,0.078944488,0.045578622,0.19610898,-1.084070164,0.348206246,-0.584289736,-0.625888201,-2.692979577
exp027,BB580,3,0.966036578,0.075771392,0.043746634,0.188226573,1.103775744,0.08376512,0.048361815,0.208084094,0.53032868,0.26775899,no burden,0.033963422,0.075771392,0.043746634,0.188226573,2.230970463,-3.055514921,2.466333312,1.288051398,5.542037862
exp027,BB581,3,1.087115472,0.088175267,0.050908014,0.219039506,0.999752507,0.094816996,0.054742618,0.235538475,0.999177152,0.999986208,no burden,-0.087115472,0.088175267,0.050908014,0.219039506,-1.012165403,-0.002840977,-1.088405918,-0.584373968,-2.514358248
exp027,BB582,3,0.979544353,0.005866546,0.003387052,0.014573308,0.970876615,0.028282425,0.016328866,0.070257438,0.079983741,0.935888463,no burden,0.020455647,0.005866546,0.003387052,0.014573308,0.28679346,1.423733249,1.382621851,0.165580281,0.712434448
exp027,BB583,3,1.060041865,0.109661316,0.06331299,0.27241381,1.010186811,0.035382586,0.020428145,0.087895215,0.998808188,0.985587429,no burden,-0.060041865,0.109661316,0.06331299,0.27241381,-1.826414205,0.169661802,-0.589298575,-1.054480733,-4.537064404
exp027,BB584,3,0.912770279,0.085408364,0.049310542,0.212166137,1.070201445,0.092360268,0.053324226,0.229435625,0.313938743,0.26775899,no burden,0.087229721,0.085408364,0.049310542,0.212166137,0.979119993,-0.804788143,1.058816504,0.565295192,2.4322689
exp027,BB585,3,0.765553171,0.192607292,0.111201872,0.478463039,1.003304587,0.229277331,0.132373329,0.569556465,0.269293857,0.383177671,no burden,0.234446829,0.192607292,0.111201872,0.478463039,0.821539336,-0.01409525,0.977950232,0.474315957,2.040816845
exp027,BB586,3,1.114131152,0.057707079,0.033317197,0.14335233,1.022522668,0.04144316,0.023927219,0.102950516,0.999177152,0.999986208,no burden,-0.114131152,0.057707079,0.033317197,0.14335233,-0.505620749,0.197340235,-0.363118738,-0.291920276,-1.256031571
exp027,BB587,3,1.05910708,0.022441073,0.012956359,0.055746715,0.978144237,0.016632531,0.009602796,0.041317497,0.999177152,0.999986208,no burden,-0.05910708,0.022441073,0.012956359,0.055746715,-0.379668096,-0.369765559,-0.281396592,-0.219201478,-0.943147836
exp027,BB588,3,0.923199468,0.086889903,0.050165909,0.215846485,1.050862885,0.050076599,0.028911738,0.124397169,0.355816814,0.270221632,no burden,0.076800532,0.086889903,0.050165909,0.215846485,1.131371108,-0.66227256,0.652034536,0.653197414,2.810481636
exp027,JEB1204,3,0.935883848,0.115096174,0.066450807,0.285914747,0.863859925,0.07038317,0.040635742,0.174841486,NA,NA,control,0.064116152,0.115096174,0.066450807,0.285914747,1.795119813,2.123335093,1.097744763,1.036412907,4.459324825
exp027,JEB1205,3,0.87780941,0.041077885,0.023716328,0.102043124,0.869447462,0.050870806,0.029370274,0.126370088,NA,NA,control,0.12219059,0.041077885,0.023716328,0.102043124,0.336178795,1.068433652,0.416323435,0.194092918,0.835114422
exp027,JEB1206,3,0.630992673,0.031190161,0.018007648,0.077480656,0.60803431,0.01166231,0.006733238,0.028970783,NA,NA,control,0.369007327,0.031190161,0.018007648,0.077480656,0.084524505,1.062216553,0.031604548,0.048800245,0.209970509
exp027,JEB1207,3,0.786355939,0.040182995,0.023199663,0.099820094,0.720590198,0.036164099,0.020879353,0.089836603,NA,NA,control,0.213644061,0.040182995,0.023199663,0.099820094,0.18808384,1.30782855,0.169272665,0.108590256,0.46722616
exp027,JEB1208,3,0.642818287,0.018924887,0.010926288,0.047012025,0.661264828,0.049465684,0.028559026,0.122879572,NA,NA,control,0.357181713,0.018924887,0.010926288,0.047012025,0.052983918,0.948355304,0.138488849,0.030590279,0.131619349
exp032,BB521,3,1.035805332,0.046036524,0.026579199,0.114361064,1.500707206,0.162341915,0.093728149,0.403279674,0.999177152,0.142834762,no burden,-0.035805332,0.046036524,0.026579199,0.114361064,-1.285744904,13.98415187,-4.534015039,-0.742325166,-3.193967403
exp032,BB523,3,0.992616755,0.038420871,0.0221823,0.095442735,0.872944106,0.109082427,0.062978768,0.27097577,0.677410837,0.999986208,no burden,0.007383245,0.038420871,0.0221823,0.095442735,5.203791931,17.20867888,14.77432016,3.004410672,12.92693578
exp032,BB524,3,0.985983682,0.023194728,0.013391483,0.057618899,1.079689367,0.07417092,0.042822601,0.18425078,0.464942737,0.319720956,no burden,0.014016318,0.023194728,0.013391483,0.057618899,1.654837416,-5.685470669,5.291754796,0.955420828,4.110844033
exp032,BB525,3,0.908463271,0.025767082,0.014876632,0.064008981,0.930259843,0.052634666,0.030388639,0.130751759,0.078903806,0.568040989,no burden,0.091536729,0.025767082,0.014876632,0.064008981,0.281494464,0.761881682,0.575011438,0.162520904,0.699271012
exp032,BB526,3,1.034863798,0.041671421,0.024059006,0.103517549,1.017305098,0.060712154,0.035052179,0.150817353,0.999177152,0.922005127,no burden,-0.034863798,0.041671421,0.024059006,0.103517549,-1.195263396,0.496362975,-1.741409671,-0.690085643,-2.969198878
exp032,BB527,3,1.079404157,0.059696758,0.034465939,0.148294968,1.020590393,0.076344971,0.044077789,0.189651421,0.999177152,0.999986208,no burden,-0.079404157,0.059696758,0.034465939,0.148294968,-0.751808979,0.259311269,-0.961473228,-0.434057116,-1.867597036
exp032,BB528,3,0.995791325,0.008710169,0.005028819,0.02163726,1.055109568,0.066893706,0.038621099,0.166173177,0.525036049,0.395971755,no burden,0.004208675,0.008710169,0.005028819,0.02163726,2.069575104,-13.09427945,15.89424313,1.194869744,5.141109564
exp032,BB529,3,1.026182212,0.00511896,0.002955433,0.012716203,1.030750736,0.043712517,0.025237433,0.108587911,0.999177152,0.76060184,no burden,-0.026182212,0.00511896,0.002955433,0.012716203,-0.19551291,1.174489606,-1.669550192,-0.112879431,-0.485680992
exp032,BB530,3,1.016894373,0.027850191,0.016079315,0.06918371,1.020106636,0.065710983,0.037938254,0.16323513,0.998808188,0.782593651,no burden,-0.016894373,0.027850191,0.016079315,0.06918371,-1.648489134,1.190138038,-3.889518782,-0.951755645,-4.095074025
exp032,BB531,3,1.030178901,0.034745653,0.020060412,0.086312987,1.040242132,0.083808874,0.048387076,0.208192784,0.999177152,0.757717256,no burden,-0.030178901,0.034745653,0.020060412,0.086312987,-1.151322663,1.333452539,-2.777068431,-0.664716449,-2.860044045
exp032,BB532,3,1.045226553,0.033679723,0.019444997,0.083665071,0.999032998,0.054136961,0.031255989,0.134483667,0.999177152,0.999986208,no burden,-0.045226553,0.033679723,0.019444997,0.083665071,-0.744689144,-0.021381289,-1.19701718,-0.429946478,-1.849910387
exp032,BB533,3,1.001832833,0.010404337,0.006006947,0.025845806,1.022049544,0.063721965,0.036789894,0.158294137,0.891186739,0.622835353,no burden,-0.001832833,0.010404337,0.006006947,0.025845806,-5.676641839,12.03030643,-34.76692139,-3.277410694,-14.10156007
exp032,BB534,3,1.001918012,0.015772613,0.009106322,0.039181343,1.040270644,0.027918076,0.016118508,0.069352345,0.862465774,0.286944565,no burden,-0.001918012,0.015772613,0.009106322,0.039181343,-8.223416181,20.99603063,-14.55573358,-4.747791546,-20.42809825
exp032,BB535,3,1.005554484,0.071910688,0.041517655,0.178636051,1.070850269,0.085567732,0.049402553,0.212562029,0.857122378,0.458562167,no burden,-0.005554484,0.071910688,0.041517655,0.178636051,-12.94641993,12.75550776,-15.40516189,-7.474619034,-32.16068999
exp032,BB536,3,1.01549074,0.028801209,0.016628386,0.071546169,1.047615108,0.070993567,0.040988155,0.176357796,0.998808188,0.546625799,no burden,-0.01549074,0.028801209,0.016628386,0.071546169,-1.859253241,3.073778774,-4.582968042,-1.073440359,-4.618641092
exp032,BB537,3,1.000332744,0.008141232,0.004700343,0.020223943,0.895183385,0.034411786,0.019867654,0.085483614,0.843672672,0.999986208,no burden,-0.000332744,0.008141232,0.004700343,0.020223943,-24.46692846,-315.0064349,-103.4180882,-14.12598773,-60.77921968
exp032,BB538,3,0.987922713,0.0317827,0.01834975,0.078952604,0.996993158,0.029806273,0.017208659,0.074042886,0.565731209,0.681976348,no burden,0.012077287,0.0317827,0.01834975,0.078952604,2.631609165,0.248966682,2.467960865,1.51936026,6.53727957
exp032,BB539,3,0.977636344,0.041118476,0.023739763,0.102143956,1.099624993,0.032610324,0.018827579,0.081008536,0.486876469,0.102432802,no burden,0.022363656,0.041118476,0.023739763,0.102143956,1.838629431,-4.454772209,1.458183951,1.061533197,4.567408707
exp032,BB540,3,1.048719174,0.042444782,0.024505507,0.105438685,0.968321557,0.049853877,0.028783149,0.123843896,0.999177152,0.999986208,no burden,-0.048719174,0.042444782,0.024505507,0.105438685,-0.871213092,-0.650225359,-1.023290686,-0.502995113,-2.164213297
exp032,BB541,3,0.976890868,0.02655067,0.015329036,0.06595552,1.033387702,0.034001068,0.019630526,0.084463335,0.355816814,0.259924201,no burden,0.023109132,0.02655067,0.015329036,0.06595552,1.148925421,-1.44478386,1.471326011,0.663332401,2.854088966
exp032,BB542,3,1.017064191,0.031523909,0.018200337,0.07830973,1.025342206,0.039278577,0.022677497,0.097573394,0.998808188,0.722121595,no burden,-0.017064191,0.031523909,0.018200337,0.07830973,-1.84737198,1.485110301,-2.301812995,-1.06658071,-4.589126403
exp032,BB543,3,0.946467106,0.033724835,0.019471042,0.083777134,1.078126594,0.112275589,0.064822342,0.278908025,0.200605774,0.345137674,no burden,0.053532894,0.033724835,0.019471042,0.083777134,0.629983401,-1.459412846,2.097319611,0.363721086,1.564965524
exp032,JEB1204,3,0.837423158,0.027186395,0.015696072,0.067534748,0.861310902,0.064198483,0.037065011,0.159477873,NA,NA,control,0.162576842,0.027186395,0.015696072,0.067534748,0.167221816,0.85306798,0.394880858,0.09654556,0.415402018
exp032,JEB1205,3,0.86161143,0.027414578,0.015827814,0.068101587,0.866064336,0.031554611,0.018218063,0.078385999,NA,NA,control,0.13838857,0.027414578,0.015827814,0.068101587,0.19809857,0.96782317,0.228014576,0.114372263,0.492104129
exp032,JEB1206,3,0.635202351,0.021710454,0.012534536,0.053931757,0.562408173,0.069488724,0.040119334,0.17261956,NA,NA,control,0.364797649,0.021710454,0.012534536,0.053931757,0.059513689,1.19954673,0.190485669,0.034360244,0.147840199
exp032,JEB1207,3,0.794890782,0.019303043,0.011144617,0.047951418,0.796911887,0.062994921,0.036370135,0.156488059,NA,NA,control,0.205109218,0.019303043,0.011144617,0.047951418,0.094111048,0.990146201,0.307128668,0.054335039,0.233784802
exp032,JEB1208,3,0.627290578,0.029689493,0.017141237,0.07375279,0.666562285,0.045880922,0.026489363,0.113974528,NA,NA,control,0.372709422,0.029689493,0.017141237,0.07375279,0.079658553,0.894631838,0.123101052,0.045990887,0.197882817
exp033,BB151,3,1.03636128,0.038574759,0.022271147,0.095825013,0.982579188,0.025810767,0.014901853,0.064117499,0.999177152,0.999986208,no burden,-0.03636128,0.038574759,0.022271147,0.095825013,-1.060874602,-0.479103378,-0.709842073,-0.612496237,-2.635358607
exp033,BB152,3,0.993975484,0.044841447,0.025889221,0.111392329,0.995924273,0.122189226,0.070545983,0.303534864,0.723732407,0.803346949,no burden,0.006024516,0.044841447,0.025889221,0.111392329,7.443161473,0.676523569,20.28199807,4.29731128,18.48983811
exp033,BB153,3,0.928083615,0.158557547,0.091543242,0.393878782,1.096160241,0.112524317,0.064965945,0.2795259,0.529050591,0.372922941,no burden,0.071916385,0.158557547,0.091543242,0.393878782,2.204748559,-1.337111704,1.564654793,1.272912174,5.476899041
exp033,BB154,3,0.916414862,0.111215727,0.06421043,0.276275181,1.101670505,0.118026609,0.068142695,0.293194351,0.404329985,0.281652171,no burden,0.083585138,0.111215727,0.06421043,0.276275181,1.330568208,-1.216370614,1.412052581,0.768203913,3.305314664
exp033,BB155,3,1.0007634,0.113344071,0.06543923,0.281562281,0.920688206,0.036669376,0.021171074,0.09109178,0.829950113,0.999986208,no burden,-0.0007634,0.113344071,0.06543923,0.281562281,-148.4727652,-103.8928756,-48.03430505,-85.72079095,-368.8267952
exp033,BB156,3,0.942564384,0.077307216,0.044633342,0.192041769,1.166980325,0.089931993,0.05192226,0.223403455,0.404329985,0.144251855,no burden,0.057435616,0.077307216,0.044633342,0.192041769,1.34598043,-2.907260961,1.565787894,0.777102164,3.343600745
exp033,BB161,3,1.049389536,0.076968163,0.044437589,0.191199515,0.969377071,0.123732371,0.071436918,0.30736825,0.999177152,0.999986208,no burden,-0.049389536,0.076968163,0.044437589,0.191199515,-1.558390086,-0.620028698,-2.505234557,-0.899736936,-3.871255582
exp033,BB164,3,1.009218593,0.058435595,0.033737807,0.145162066,0.964732074,0.085048187,0.049102594,0.211271408,0.88055078,0.986860964,no burden,-0.009218593,0.058435595,0.033737807,0.145162066,-6.338884598,-3.825738662,-9.22572347,-3.659756729,-15.74666228
exp033,BB165,3,0.981904847,0.047316723,0.027318323,0.117541255,0.889234816,0.017242286,0.009954839,0.042832214,0.565731209,0.999986208,no burden,0.018095153,0.047316723,0.027318323,0.117541255,2.614883787,6.121262559,0.952867658,1.509703858,6.495731427
exp033,BB169,3,0.661854563,0.040399925,0.023324907,0.100358977,NA,NA,NA,NA,0.034842446,NA,significant,0.338145437,0.040399925,0.023324907,0.100358977,0.119474996,NA,NA,0.068978921,0.296792343
exp033,BB171,3,0.875524312,0.070357552,0.040620952,0.174777848,6.852726227,1.185260407,0.684310415,2.944350076,0.173772961,0.083685481,no burden,0.124475688,0.070357552,0.040620952,0.174777848,0.565231275,-47.01903089,9.522023335,0.326336429,1.404112326
exp033,BB173,3,0.706267854,0.126920271,0.073277453,0.315287431,10.43222086,0.654002873,0.377588734,1.624633199,0.126496051,0.027286737,no burden,0.293732146,0.126920271,0.073277453,0.315287431,0.43209527,-32.11163976,2.226528085,0.24947032,1.073384155
exp033,BB191,3,1.005630066,0.014360531,0.008291056,0.035673536,1.04389372,0.079859358,0.046106822,0.198381642,0.978648476,0.521995247,no burden,-0.005630066,0.014360531,0.008291056,0.035673536,-2.550686042,7.796306599,-14.1844445,-1.472639273,-6.336255388
exp033,BB192,3,0.974423556,0.125353476,0.072372863,0.311395296,1.093395613,0.120165304,0.069377471,0.298507163,0.672472161,0.424349788,no burden,0.025576444,0.125353476,0.072372863,0.311395296,4.901130037,-3.651626256,4.698280421,2.829668746,12.17508195
exp033,BB193,3,0.52045698,0.221411674,0.12783209,0.55001709,0.49431371,0.525818415,0.303581403,1.306205354,0.136851508,0.839587662,no burden,0.47954302,0.221411674,0.12783209,0.55001709,0.461713892,1.054517048,1.096498943,0.26657064,1.14696089
exp033,BB200,3,0.742389088,0.099635823,0.057524769,0.247509104,0.939559325,0.198214496,0.114439193,0.492392105,0.110961261,0.372922941,no burden,0.257610912,0.099635823,0.057524769,0.247509104,0.386768642,0.234620009,0.769433619,0.22330098,0.960786569
exp033,BB204,3,1.01781617,0.056341904,0.032529013,0.139961048,1.022152531,0.083143466,0.048002903,0.20653982,0.956042424,0.782593651,no burden,-0.01781617,0.056341904,0.032529013,0.139961048,-3.162402662,1.243394696,-4.666741835,-1.825814028,-7.855843712
exp033,BB215,3,0.902084934,0.050770147,0.029312158,0.126120037,1.269321981,0.052548871,0.030339105,0.130538631,0.157113599,0.027286737,no burden,0.097915066,0.050770147,0.029312158,0.126120037,0.518512106,-2.750567321,0.536678089,0.299363104,1.288055476
